9.628477306090432383e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.168162011563917052e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.229102937998093253e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.358352087908483677e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.119769163622597818e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.905803881063466293e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.387429184738136340e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.303338453834939070e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.244926931215068200e-03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.724294543532276153e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.322137635862065917e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.091697621026026764e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.052953357554858721e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.961284945352820164e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.316869449650258067e-02
0.000000000000000000e+00,1.068493113127335498e-02,6.215309080296628312e-03,1.845028210010917283e-02,1.850822692341717868e-02
0.000000000000000000e+00,8.177178542640555978e-03,1.893748585342059504e-02,1.508773379049395680e-01,3.792388935048071619e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.630823786929796668e-02,1.655803211538447095e-03,5.574169393573821449e-03
3.575111714377523370e-02,0.000000000000000000e+00,5.736919651553847727e-02,8.122798224457295282e-03,3.617639618281039138e-02
1.826439455555614946e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.185469842298383744e-03,1.089684637705415349e-02
3.810603065430762104e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.565735416941905933e-03,7.330866285643127325e-03
2.358527233555557726e-02,5.022321672481119131e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.720835944591896607e-03
1.028261143222160279e-02,8.471353689607552528e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.019088626778323403e-02
1.486280137311857437e-02,5.201127929050523152e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.132816131904813658e-03,7.602028066205131912e-03,4.365246074776832352e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.260307836126756661e-02,1.688969116932714093e-02,1.411618328525622579e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.116207439526518783e-03,3.396880983924388531e-02,4.127785518217100963e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.573808270724844902e-03,3.150549073348929419e-02,8.541790073371078804e-03,1.014619331561389219e-02,0.000000000000000000e+00
8.672728304248934414e-03,4.049941563867526066e-03,3.437933683693393527e-02,6.321018426266263035e-03,0.000000000000000000e+00
9.822969192328364144e-03,1.416983001110255248e-02,3.384672789699309011e-03,1.670350587527453731e-02,0.000000000000000000e+00
1.031561261868627760e-03,4.261498556524055854e-03,7.177972512483749012e-02,4.035307157534280542e-02,4.508368532088781466e-02
1.475786596615102225e-02,1.073655099286300284e-02,1.380978635733654675e-02,1.312228179677430717e-01,1.221046710506127481e-02
7.050975153444243027e-02,2.739796518191453534e-02,4.594784322217881044e-03,3.921238987439874119e-02,2.251106227298804024e-02
5.092285985791228375e-02,6.240653389578593863e-02,2.280311848941479758e-02,1.875216050072391408e-02,1.464709156330944347e-02
1.913022084839339360e-02,3.755093837354395864e-02,1.960850290576074753e-02,2.357709300111514999e-02,6.706831258214691893e-02
2.230904179550732835e-02,1.235163365865427944e-02,1.083631813212792595e-02,1.139332055404274208e-01,7.518754518512199558e-02
3.519255280256937402e-02,1.803545540537795921e-01,1.980788060975554460e-02,1.896736800455314093e-02,1.046238792081881364e-02
3.360462853184686960e-02,1.948094954468179013e-02,1.445959883799853227e-02,6.009618840148929497e-02,7.314628362051123558e-03
1.938009260704069356e-02,8.507848979523028807e-03,9.575731206690593980e-03,7.929068916668650935e-02,6.476858359551848632e-03
3.871504604536381983e-02,5.606453183889193587e-02,4.634172943621930191e-02,3.619490049420514936e-03,1.273345647447912503e-02
8.482882687259105103e-02,6.789936110420037585e-03,2.492998784200282925e-02,6.485086246593060356e-03,4.162587606693526204e-02
3.856292553042477839e-02,1.047538234443864090e-02,2.319171866551257219e-02,3.045307021139597933e-02,9.771998801220665998e-02
1.375052271666159787e-01,1.952934112213870754e-02,1.498381617269351103e-02,1.847809991475171318e-02,4.910635951424609930e-02
3.132202404725159539e-02,4.092893480264928746e-02,3.649324716455433493e-02,1.890575691530333585e-02,1.624888819994259673e-02
4.252708337713536485e-02,2.143120514441833671e-02,1.386849446152674421e-02,1.754052387863981599e-02,6.235878227758522366e-03
2.468943072526356974e-02,1.278401097367453942e-01,1.624327802984947000e-02,6.721209813767514002e-03,5.993813746391886410e-02
6.233934114603469946e-03,7.440076997256229313e-03,3.114885363453880670e-03,3.604930875829173709e-02,4.274326807144347012e-02
1.616182131317302206e-02,6.354890718566931496e-02,1.688462070197300005e-02,4.434970453240656696e-03,6.367740242287203700e-02
5.032898739599555443e-02,1.116767985595106850e-02,2.124079386588134388e-01,1.714106812463950247e-02,5.756395530264766212e-03
1.734911130960417255e-02,5.445510799911734701e-03,9.629245121416838207e-03,3.735698927983276130e-02,3.504879421299563185e-03
