6.436075038907172752e-02,1.679698567191669767e-01,7.676693928917615040e-01
1.715768375850152128e-01,2.177593650302171724e-01,6.106637973847676149e-01
6.564778456047409838e-02,9.161234364886065851e-02,8.427398717906653403e-01
1.784376719000691641e-02,1.170966543461955528e-01,8.650595784637974406e-01
2.766089441135728966e-01,8.881413839774320029e-02,6.345769174886838337e-01
4.452029778477942408e-03,7.404572402802730435e-01,2.550907299412490392e-01
5.600327666645212032e-02,8.996281577321662004e-01,4.436856560138185968e-02
1.621469908384344516e-01,1.342285574653910574e-01,7.036244516961744910e-01
8.652167678756360336e-02,1.811105702354127156e-01,7.323677529770237227e-01
3.182301175878855803e-02,4.283720996727994890e-01,5.398048885684118003e-01
6.299956239341620093e-03,2.272369946194913726e-01,7.664630491411671409e-01
3.594856920313160287e-01,3.192957924611788956e-01,3.212185155075050202e-01
2.965390251011115752e-02,7.777567233348000597e-01,1.925893741550887828e-01
2.737003551406229085e-01,1.343648470970580655e-01,5.919347977623190538e-01
7.359908230648924687e-02,6.033198007755545822e-01,3.230811169179561571e-01
1.266797404511869340e-01,2.430476140562903287e-01,6.302726454925225985e-01
3.935061499093490123e-01,2.518314132938092031e-01,3.546624367968417291e-01
1.755930402916108246e-01,3.303357338725785852e-01,4.940712258358107567e-01
2.898632505232541789e-01,1.697191903951886516e-01,5.404175590815570862e-01
2.015668925090538799e-01,6.444428363152309158e-01,1.539902711757151210e-01
2.125222638588852853e-01,1.087820773109983291e-01,6.786956588301165105e-01
1.359261863119294866e-01,2.368138741513203249e-01,6.272599395367501884e-01
1.463434073261516422e-01,5.340154849532813275e-02,8.002550441785202251e-01
2.220638956067697012e-01,1.696762548519989977e-01,6.082598495412312456e-01
1.552990180202856729e-01,2.246684628746988543e-01,6.200325191050155560e-01
4.897804653315967344e-02,5.520144888327965793e-01,3.990074646340437958e-01
1.730572570520769460e-01,1.828511415437459042e-01,6.440916014041773163e-01
3.280230343209313282e-01,2.977293984759332712e-01,3.742475672031352896e-01
4.515369052252686533e-02,3.144956690301858870e-01,6.403506404472872893e-01
3.705675179794162832e-01,8.153128591273267611e-02,5.479011961078509296e-01
1.064460512839881662e-01,2.888796851743375416e-01,6.046742635416741951e-01
5.480404084298377831e-02,9.327527080664269055e-02,8.519206883503736005e-01
2.245075698523443797e-01,3.621816216529477050e-01,4.133108084947079708e-01
3.883240129323667356e-01,1.469685862862341041e-01,4.647074007813992158e-01
2.199021308248002293e-01,5.908697977495152021e-01,1.892280714256844854e-01
2.785516632145375593e-01,5.640662711037266464e-01,1.573820656817356556e-01
6.753855263372378348e-02,5.940016244861109351e-01,3.384598228801653508e-01
1.829007962549829558e-01,5.509225581092198620e-01,2.661766456357972377e-01
2.739706656763533088e-01,2.111659307741935443e-01,5.148634035494532579e-01
6.432600492777536261e-02,2.000514759601503822e-01,7.356225191120742135e-01
3.700361696493512098e-02,5.763638322041492179e-01,3.866325508309156334e-01
5.507164176379428233e-02,3.917114066998934607e-01,5.532169515363122292e-01
7.027992474805214163e-02,4.847084462702287433e-01,4.450116289817191984e-01
1.177155273017922027e-01,5.159499462828935901e-01,3.663345264153142211e-01
1.049856573427512992e-02,6.050778164878951593e-01,3.844236177778297958e-01
4.477785549365576045e-02,2.472384579224634893e-01,7.079836865838808890e-01
5.837880574539766609e-02,5.914085284195605974e-01,3.502126658350416810e-01
3.730920851913205882e-01,2.570344432514338751e-01,3.698734715572454812e-01
1.447289275146473042e-01,2.618972975672989034e-01,5.933737749180539867e-01
7.944295637705030277e-02,1.520120527421356948e-01,7.685449908808139607e-01
